id,sentence_A,sentence_B,relatedness
6680,Three boys are jumping off a platform,Some boys are jumping off a platform,4.8
6681,Three boys are jumping off a platform,Nobody is jumping off a platform,3.8
6682,Some boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and watching,4
6683,A boy is jumping off a platform and two other boys are standing and watching,Nobody is jumping off a platform,3.4
6684,Three boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and staring at him,3.7
6685,Three boys are jumping off a platform,A boy is jumping on a platform and two other boys are sitting absentmindedly,3.465
6686,Three boys are jumping off a platform,A boy is jumping off a platform and two other boys are standing and watching,3.9
6687,A group of kids is playing on a structure which is colorful,A group of kids is playing on a colorful structure,5
6688,A group of kids is staring at a colorful structure,A group of kids is playing on a colorful structure,2.9
6689,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior","The grotto with a pink interior is being climbed by four middle eastern children, three girls and one boy",4.9
6690,There is no one climbing on the grotto with a pink interior,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",3.1
6691,"The grotto with a pink interior is being climbed by four middle eastern children, three girls and one boy",A group of kids is playing on a colorful structure,3
6692,A group of kids is playing on a colorful structure,There is no one climbing on the grotto with a pink interior,1.8
6693,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a structure which is colorful,3.785
6694,A group of kids is staring at a colorful structure,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",2.5
6695,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a colorful structure,3.8
6696,A group of people is sitting relaxed on both sides of a red stone monument,A group of people is sitting on both sides of a red stone structure,4.3
6697,A group of people is sitting on both sides of a red stone structure,A group of people is standing on both sides of a red stone structure,4.4
6698,The group of people is sitting on the ground outside a monument,Some people are sitting on the ground outside a monument,4.9
6699,The group of people is sitting on the ground outside a monument,The group of people is not sitting on the ground outside a monument,2.8
6700,A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument,3.3
6701,A group of people is sitting on both sides of a red stone structure,The group of people is not sitting on the ground outside a monument,3.2
6702,A group of people is sitting relaxed on both sides of a red stone monument,The group of people is sitting on the ground outside a monument,4.1
6703,The group of people is sitting on the ground outside a monument,A group of people is standing on both sides of a red stone structure,3.5
6704,The group of people is sitting on the ground outside a monument,A group of people is sitting on both sides of a red stone structure,3.6
6705,"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child is outdoors climbing steps in a grassy area,4.9
6706,A small child is lying outdoors in a grassy area,A small child is outdoors climbing steps in a grassy area,3.6
6707,A little child in a pink sweater is climbing a concrete staircase,A small child in a pink sweater is climbing a concrete staircase,4.8
6708,A small child in a pink sweater is climbing a concrete staircase,There is no small child in a pink sweater climbing a concrete staircase,3.1
6709,A little child in a pink sweater is climbing a concrete staircase,A small child is outdoors climbing steps in a grassy area,3.5
6710,A small child is outdoors climbing steps in a grassy area,There is no small child in a pink sweater climbing a concrete staircase,2.6
6711,"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child in a pink sweater is climbing a concrete staircase,2.9
6712,A small child in a pink sweater is climbing a concrete staircase,A small child is lying outdoors in a grassy area,2.2
6713,A small child in a pink sweater is climbing a concrete staircase,A small child is outdoors climbing steps in a grassy area,3.6
6714,The black bird is sitting comfortably in a leafless tree,The black bird is sitting in a leafless tree,4.9
6715,The black bird is not sitting in a leafless tree,The black bird is sitting in a leafless tree,3.7
6716,"A bird, which is black, is sitting on a dead tree",A black bird is sitting on a dead tree,5
6717,A black bird is sitting on a dead tree,A black bird is taking flight from a dead tree,3.4
6718,A dead bird is near a black man sitting on a tree,A black bird is sitting on a dead tree,2.1
6719,The black bird is sitting in a leafless tree,"A bird, which is black, is sitting on a dead tree",4.3
6720,A black bird is taking flight from a dead tree,The black bird is sitting in a leafless tree,3.7
6721,A dead bird is near a black man sitting on a tree,The black bird is sitting in a leafless tree,2.8
6722,A black bird is sitting on a dead tree,The black bird is sitting comfortably in a leafless tree,4
6723,The black bird is not sitting in a leafless tree,A black bird is sitting on a dead tree,3.8
